"StoreID","Store_Code","Mechanic_Code","Order_Number","Sku_Code","Category","Qty_Aki","Qty_Oli","Qty_Ban","Qty_Service","Qty_Service_Express","Total_Sale_Mechanic","Score_Card_Score","Growth_Sales_Score","Target_Store_Score","Best_Mechanic_Code","Stock_Opname","Kondisi_Booth","Quiz"
"1022052404198","123050120191703821","Online","2023-05-01","2023-05-02","SK20120400001439","1","57000.00","0.00","57000.00","online","BCAVA","UP100001230501201917000002","42846.0"
"1022060604213","123050208543598935","Online","2023-05-02","2023-05-02","SK21042600002158","1","249000.00","0.00","249000.00","online","MandiriVA","UP100001230502085436000002","201021.0"
"1021101203636","123050209461129622","Online","2023-05-02","2023-05-02","SK22091400002863","1","229000.00","25000.00","204000.00","online","BCAVA","UP100001230502094611000002","198000.0"
"1021101203636","123050209461129622","Online","2023-05-02","2023-05-02","SK20072400000896","1","5000.00","0.00","5000.00","online","BCAVA","UP100001230502094611000002","2757.0"
"1022060904221","123050209272595206","POS","2023-05-02","2023-05-02","IAF9027","1","276000.00","0.00","276000.00","offline","Cash","offline","245330.0"
"1022060904221","123050209272595206","POS","2023-05-02","2023-05-02","SK20081000000913","2","16000.00","0.00","32000.00","offline","Cash","offline","12099.0"
"1022060904221","123050209272595206","POS","2023-05-02","2023-05-02","SK22092100002872","1","33000.00","0.00","33000.00","offline","Cash","offline","31763.0"
"1022060904221","123050209272595206","POS","2023-05-02","2023-05-02","SK20081000000914","1","66000.00","0.00","66000.00","offline","Cash","offline","49506.0"
"1022050904191","123050210532813038","Online","2023-05-02","2023-05-02","SK22092100002872","1","33000.00","10000.00","23000.00","online","dana","UP100001230502105328000002","31763.0"
"1022041804184","123050210402352127","POS","2023-05-02","2023-05-02","SK22092100002870","1","37000.00","0.00","37000.00","online","BCAVA","UP100001230502104027000002","35208.0"
"1022121304889","123050210143161311","POS","2023-05-02","2023-05-02","SK22122000003138","1","46000.00","0.00","46000.00","offline","Cash","offline","0.0"
"1022121304889","123050210143161311","POS","2023-05-02","2023-05-02","SK23010100003216","1","37000.00","0.00","37000.00","offline","Cash","offline","0.0"
"1022050904191","123050210585229042","Online","2023-05-02","2023-05-02","SK22092100002872","1","33000.00","10000.00","23000.00","online","dana","UP100001230502105852000002","31763.0"
"1022052404198","123050211421632046","POS","2023-05-02","2023-05-02","SP00001110","1","5000.00","0.00","5000.00","offline","Cash","offline","0.0"
"1022052404198","123050211421632046","POS","2023-05-02","2023-05-02","SK20081000000912","1","49000.00","0.00","49000.00","offline","Cash","offline","36852.0"
"1022052404198","123050211322543334","POS","2023-05-02","2023-05-02","SP00001110","1","5000.00","0.00","5000.00","offline","Cash","offline","0.0"
"1022052404198","123050211322543334","POS","2023-05-02","2023-05-02","SK20081000000912","1","49000.00","0.00","49000.00","offline","Cash","offline","36852.0"
"1022052404198","123050211363254440","POS","2023-05-02","2023-05-02","SK20081000000912","1","49000.00","0.00","49000.00","offline","Cash","offline","36852.0"
"1022052404198","123050211363254440","POS","2023-05-02","2023-05-02","SP00001110","1","5000.00","0.00","5000.00","offline","Cash","offline","0.0"
"1022052404198","123050211532170469","POS","2023-05-02","2023-05-02","SK20081000000912","1","49000.00","0.00","49000.00","offline","Cash","offline","36852.0"
"1022052404198","123050211532170469","POS","2023-05-02","2023-05-02","SP00001110","1","5000.00","0.00","5000.00","offline","Cash","offline","0.0"
"1022052404198","123050211301139330","POS","2023-05-02","2023-05-02","SP00001110","1","5000.00","0.00","5000.00","offline","Cash","offline","0.0"
"1022052404198","123050211301139330","POS","2023-05-02","2023-05-02","SK20081000000912","1","49000.00","0.00","49000.00","offline","Cash","offline","36852.0"
"1022052404198","123050211433127949","POS","2023-05-02","2023-05-02","SP00001110","1","5000.00","0.00","5000.00","offline","Cash","offline","0.0"
"1022052404198","123050211433127949","POS","2023-05-02","2023-05-02","SK20081000000912","1","49000.00","0.00","49000.00","offline","Cash","offline","36852.0"
"1022052404198","123050212010094803","POS","2023-05-02","2023-05-02","SK20081000000912","1","49000.00","0.00","49000.00","offline","Cash","offline","36852.0"
"1022052404198","123050212010094803","POS","2023-05-02","2023-05-02","SP00001110","1","5000.00","0.00","5000.00","offline","Cash","offline","0.0"
"1022052404198","123050211403195343","POS","2023-05-02","2023-05-02","SP00001110","1","5000.00","0.00","5000.00","offline","Cash","offline","0.0"
"1022052404198","123050211403195343","POS","2023-05-02","2023-05-02","SK20081000000912","1","49000.00","0.00","49000.00","offline","Cash","offline","36852.0"
"1022052404198","123050211471761059","POS","2023-05-02","2023-05-02","SK20081000000912","1","49000.00","0.00","49000.00","offline","Cash","offline","36852.0"
"1022052404198","123050211471761059","POS","2023-05-02","2023-05-02","SP00001110","1","5000.00","0.00","5000.00","offline","Cash","offline","0.0"
"1022050904191","123050211013056602","Online","2023-05-02","2023-05-02","SK22092100002870","1","37000.00","10000.00","27000.00","online","dana","UP100001230502110131000002","35208.0"
"1022052404198","123050211480442760","POS","2023-05-02","2023-05-02","SP00001110","1","5000.00","0.00","5000.00","offline","Cash","offline","0.0"
"1022052404198","123050211480442760","POS","2023-05-02","2023-05-02","SK20081000000912","1","49000.00","0.00","49000.00","offline","Cash","offline","36852.0"
"1022052404198","123050211490189262","POS","2023-05-02","2023-05-02","SK20081000000912","1","49000.00","0.00","49000.00","offline","Cash","offline","36852.0"
"1022052404198","123050211490189262","POS","2023-05-02","2023-05-02","SP00001110","1","5000.00","0.00","5000.00","offline","Cash","offline","0.0"
"1022052404198","123050211493817563","POS","2023-05-02","2023-05-02","SP00001110","1","5000.00","0.00","5000.00","offline","Cash","offline","0.0"
"1022052404198","123050211493817563","POS","2023-05-02","2023-05-02","SK20081000000912","1","49000.00","0.00","49000.00","offline","Cash","offline","36852.0"
"1022052404198","123050211052532908","POS","2023-05-02","2023-05-02","SP00001110","1","5000.00","0.00","5000.00","offline","Cash","offline","0.0"
"1022052404198","123050211052532908","POS","2023-05-02","2023-05-02","SK20081000000912","1","49000.00","0.00","49000.00","offline","Cash","offline","36852.0"
"1022050904191","123050211044729407","Online","2023-05-02","2023-05-02","SK22092100002873","1","48000.00","10000.00","38000.00","online","dana","UP100001230502110447000002","45975.0"
"1022052404198","123050211080606610","POS","2023-05-02","2023-05-02","SK20081000000912","1","49000.00","0.00","49000.00","offline","Cash","offline","36852.0"
"1022052404198","123050211080606610","POS","2023-05-02","2023-05-02","SP00001110","1","5000.00","0.00","5000.00","offline","Cash","offline","0.0"
"1022052404198","123050211564583774","POS","2023-05-02","2023-05-02","SK20081000000912","1","49000.00","0.00","49000.00","offline","Cash","offline","36852.0"
"1022052404198","123050211564583774","POS","2023-05-02","2023-05-02","SP00001110","1","5000.00","0.00","5000.00","offline","Cash","offline","0.0"
"1022052404198","123050211392381942","POS","2023-05-02","2023-05-02","SK20081000000912","1","49000.00","0.00","49000.00","offline","Cash","offline","36852.0"
"1022052404198","123050211392381942","POS","2023-05-02","2023-05-02","SP00001110","1","5000.00","0.00","5000.00","offline","Cash","offline","0.0"
